Cod.Cliente;Cliente;Grupo.Cliente;Cidade;Estado
105611;Italo Dereck;Papelarias e Livrarias;Paraguaçu Paulista;São Paulo
105612;Ithalo Zerbini;Papelarias e Livrarias;Paraguaçu Paulista;São Paulo
105613;Ketty Barusco;Papelarias e Livrarias;Paraguaçu Paulista;São Paulo
105614;Claudinei Montenegro;Escritórios Corporativos;Joaquim Távora;Paraná
105615;Rodolfo Cola;Escritórios Corporativos;Sarandi;Paraná
105616;Denise Fabio;Escritórios Corporativos;Hortolândia;São Paulo
105617;Noemi Amador;Escritórios Corporativos;Valinhos;São Paulo
105618;Jesse Alcantar;Papelarias e Livrarias;Cascavel;Paraná
105619;Felipe Carvalheira;Papelarias e Livrarias;Engenheiro Beltrão;Paraná
105620;Edison Carvalhedo;Papelarias e Livrarias;Guaraçaí;São Paulo
105621;Luzirene Paoli;Papelarias e Livrarias;Santo André;São Paulo
105622;Reinaldo Flavio;Papelarias e Livrarias;Presidente Prudente;São Paulo
105623;Ronei Villarreal;Papelarias e Livrarias;Regente Feijó;São Paulo
105624;Ananda Molles;Escolas e Universidades;São José do Rio Preto;São Paulo
105625;Sarah Mattos;Papelarias e Livrarias;Presidente Prudente;São Paulo
105626;Humberto Villalba;Escritórios Corporativos;Presidente Prudente;São Paulo
105627;Renato Benediti;Escritórios Corporativos;Umuarama;Paraná
105628;Brendon Celani;Escritórios Corporativos;Dracena;São Paulo
105629;Micaela Rezende;Escritórios Corporativos;Araçatuba;São Paulo
105630;Cristian Favre;Papelarias e Livrarias;Ibaiti;Paraná
105631;Heraldo Pongo;Papelarias e Livrarias;Ibaiti;Paraná
105632;Emanuel Barros;Papelarias e Livrarias;São José do Rio Preto;São Paulo
105633;Elio Conde;Papelarias e Livrarias;Campinas;São Paulo
105634;Idoberto Jobim;Papelarias e Livrarias;Taubaté;São Paulo
105635;Herbert Bittencourt;Papelarias e Livrarias;Taubaté;São Paulo
105636;Benyton Hassan;Papelarias e Livrarias;Ourinhos;São Paulo
105637;Thomas Schiassi;Papelarias e Livrarias;São Paulo;São Paulo
105638;Charles Dorte;Papelarias e Livrarias;José Bonifácio;São Paulo
105639;Claudecy Bonfim;Escritórios Corporativos;Quatiguá;Paraná
105640;Kelli Coutinho;Escritórios Corporativos;Cascavel;Paraná
105641;Maykon Trentim;Papelarias e Livrarias;São José do Rio Preto;São Paulo
105642;Gelsion Cutrim;Papelarias e Livrarias;Pirapozinho;São Paulo
105643;Eneias Gusson;Papelarias e Livrarias;Pirapozinho;São Paulo
105644;Sheilane Reis;Papelarias e Livrarias;Pirapozinho;São Paulo
105645;Edvar Sobreira;Papelarias e Livrarias;Tanabi;São Paulo
105646;Gloria Soibelman;Papelarias e Livrarias;Fernandópolis;São Paulo
105647;Haryson Teruya;Papelarias e Livrarias;Cordeirópolis;São Paulo
105648;Giselle Valim;Setor Público;São José do Rio Preto;São Paulo
105649;Cinara Godinho;Escritórios Corporativos;Paiçandu;Paraná
105650;Sibele Naves;Escritórios Corporativos;São José do Rio Preto;São Paulo
105651;Marta Alvaro;Papelarias e Livrarias;Curitiba;Paraná
105652;Emanuel Eterovic;Escritórios Corporativos;Santo Antônio da Platina;Paraná
105653;Loacir Possidonio;Papelarias e Livrarias;Tanabi;São Paulo
105654;Joviano Pina;Papelarias e Livrarias;Presidente Prudente;São Paulo
105655;Joelson Morais;Escritórios Corporativos;Presidente Prudente;São Paulo
105656;Cilmar Bartticiotto;Gráficas e Agências;Jacarezinho;Paraná
105657;Elcio Octaviano;Escritórios Corporativos;Quatiguá;Paraná
105658;Ricardo Ricardo;Escritórios Corporativos;Paranaguá;Paraná
105659;Jonata Michetti;Escritórios Corporativos;Cascavel;Paraná
105660;Altino Shiratsubaki;Escritórios Corporativos;Santa Bárbara d'Oeste;São Paulo
105661;Wilker Carnauba;Escritórios Corporativos;Campinas;São Paulo
105662;Raissa Novaes;Escritórios Corporativos;Lins;São Paulo
105663;Emiliana Bulhoes;Papelarias e Livrarias;Foz do Iguaçu;Paraná
105664;Cristiana Ghion;Escritórios Corporativos;Paranaguá;Paraná
105665;Kaio Gamarra;Escritórios Corporativos;Campinas;São Paulo
105666;Elisandro Belo;Papelarias e Livrarias;Cascavel;Paraná
105667;Laennder Apfelbaum;Papelarias e Livrarias;Paranaguá;Paraná
105668;Dallas Baldassarini;Papelarias e Livrarias;Campinas;São Paulo
105669;Jaime Carnauba;Papelarias e Livrarias;São José do Rio Preto;São Paulo
105670;Adilso Fereira;Papelarias e Livrarias;Paraguaçu Paulista;São Paulo
105671;Iratan Pinho;Papelarias e Livrarias;Castilho;São Paulo
105672;Diego Carvalheira;Setor Público;Taubaté;São Paulo
105673;Francisco Eduardo;Escritórios Corporativos;Regente Feijó;São Paulo
105674;Cristiany Herculano;Papelarias e Livrarias;Birigui;São Paulo
105675;Jeicy Viguini;Escritórios Corporativos;Cotia;São Paulo
105676;Andreza Meireles;Escritórios Corporativos;Almirante Tamandaré;Paraná
105677;Thaciane Janas;Papelarias e Livrarias;Paraguaçu Paulista;São Paulo
105678;Sueli Balbo;Escritórios Corporativos;José Bonifácio;São Paulo
105679;Iure Walner;Escritórios Corporativos;Sorocaba;São Paulo
105680;Gustavo Toniolo;Papelarias e Livrarias;Curitiba;Paraná
105681;Oscar Arantes;Papelarias e Livrarias;Irapuru;São Paulo
105682;Votorantim Falci;Papelarias e Livrarias;Limeira;São Paulo
105683;Stefan Kikuchi;Papelarias e Livrarias;Limeira;São Paulo
105684;Farah Stockler;Papelarias e Livrarias;Limeira;São Paulo
105685;Djanes Pantaleao;Papelarias e Livrarias;Araçatuba;São Paulo
105686;Andreia Farah;Papelarias e Livrarias;Birigui;São Paulo
105687;Iranildo Saquelli;Papelarias e Livrarias;Marília;São Paulo
105688;Agenor Kleyton;Papelarias e Livrarias;Marília;São Paulo
105689;Angela Palmeira;Papelarias e Livrarias;São José dos Pinhais;Paraná
105690;Eliane Izaque;Escritórios Corporativos;Maringá;Paraná
105691;Michelli Antonyony;Escritórios Corporativos;Jales;São Paulo
105692;Josue Furtado;Escolas e Universidades;José Bonifácio;São Paulo
105693;Aquila Gregorio;Escritórios Corporativos;Indaiatuba;São Paulo
105694;Yohan Poliana;Escritórios Corporativos;Santa Cruz do Rio Pardo;São Paulo
105695;Adilso Sobral;Escritórios Corporativos;Pardinho;São Paulo
105696;Moises Souza;Escritórios Corporativos;Regente Feijó;São Paulo
105697;Nicholas Henschel;Papelarias e Livrarias;Querência do Norte;Paraná
105698;Magnus Alimentos;Papelarias e Livrarias;Ponta Grossa;Paraná
105699;Leandro Espindola;Papelarias e Livrarias;José Bonifácio;São Paulo
105700;Caio Butti;Papelarias e Livrarias;Presidente Prudente;São Paulo
105701;Dallas Vilela;Escritórios Corporativos;Indaiatuba;São Paulo
105702;Thauan Octaviano;Escritórios Corporativos;Indaiatuba;São Paulo
105703;Franciscana Schiassi;Papelarias e Livrarias;Guaraçaí;São Paulo
105704;Tony Eufrasio;Papelarias e Livrarias;São José do Rio Preto;São Paulo
105705;Heloiza Kleyton;Gráficas e Agências;Telêmaco Borba;Paraná
105706;Prosper Conceicao;Escritórios Corporativos;Marialva;Paraná
105707;Ana Gonzalez;Escritórios Corporativos;Araçatuba;São Paulo
105708;Edvar Simoes;Escritórios Corporativos;São Bernardo do Campo;São Paulo
105709;Arimar Luna;Escritórios Corporativos;Araraquara;São Paulo
105710;Michelli Finoti;Papelarias e Livrarias;Ribeirão Preto;São Paulo
105711;Iamara Trinta;Papelarias e Livrarias;Garça;São Paulo
105712;Olidio Kelly;Escritórios Corporativos;Paiçandu;Paraná
105713;Wilker Neiva;Escritórios Corporativos;Araraquara;São Paulo
105714;Rubens Pinho;Escritórios Corporativos;Marília;São Paulo
105715;Desiree Adauto;Papelarias e Livrarias;São José dos Pinhais;Paraná
105716;Gilderlanio H;Papelarias e Livrarias;Ponta Grossa;Paraná
105717;Tayana Zerloti;Papelarias e Livrarias;São Paulo;São Paulo
105718;Evelyn Carnauba;Papelarias e Livrarias;Buritama;São Paulo
105719;Rosemara Peres;Papelarias e Livrarias;Ribeirão Preto;São Paulo
105720;Shamara Mancini;Papelarias e Livrarias;Presidente Prudente;São Paulo
105721;Helio Hayner;Papelarias e Livrarias;Fernandópolis;São Paulo
105722;Francine Fernanda;Papelarias e Livrarias;Fernandópolis;São Paulo
105723;Rudinei Gesse;Papelarias e Livrarias;Garça;São Paulo
105724;Elisangela Gualberto;Escritórios Corporativos;Santo André;São Paulo
105725;Nikolaus Furtado;Escritórios Corporativos;Santo André;São Paulo
105726;Fredson Charles;Escritórios Corporativos;Presidente Prudente;São Paulo
105727;Eneias Palha;Papelarias e Livrarias;Santo Antônio da Platina;Paraná
105728;Davidson Gallao;Escritórios Corporativos;Sarandi;Paraná
105729;Jonnis Agnol;Papelarias e Livrarias;Cambé;Paraná
105730;Jeniffer Villalba;Papelarias e Livrarias;São José do Rio Preto;São Paulo
105731;Dallas Alimentos;Papelarias e Livrarias;São José do Rio Preto;São Paulo
105732;Rogerio Malaguez;Papelarias e Livrarias;Hortolândia;São Paulo
105733;Evaldo Ilton;Escolas e Universidades;Taubaté;São Paulo
105734;Marinalva Bruno;Escritórios Corporativos;Presidente Prudente;São Paulo
105735;Ruben Szkolny;Artistas Independentes;Engenheiro Beltrão;Paraná
105736;Fellipe Merij;Escolas e Universidades;José Bonifácio;São Paulo
105737;Elio Anselmo;Escolas e Universidades;Campinas;São Paulo
105738;Ademir Pisaniello;Gráficas e Agências;Quatiguá;Paraná
105739;Wellington Von;Gráficas e Agências;Cascavel;Paraná
105740;Elcinei Cardozo;Escritórios Corporativos;Santa Mariana;Paraná
105741;Rodnei Deziderio;Papelarias e Livrarias;Irati;Paraná
105742;Granado Avelino;Papelarias e Livrarias;Cascavel;Paraná
105743;Gean Bazem;Papelarias e Livrarias;Ibaiti;Paraná
105744;Ruy Zerbini;Escolas e Universidades;José Bonifácio;São Paulo
105745;Lorival Chiba;Escolas e Universidades;José Bonifácio;São Paulo
105746;Delio Venancio;Escritórios Corporativos;Sarandi;Paraná
105747;Henrique Lage;Escritórios Corporativos;Americana;São Paulo
105748;Jonatt Eucatur;Escritórios Corporativos;José Bonifácio;São Paulo
105749;Willians Santos;Papelarias e Livrarias;Rolândia;Paraná
105750;Givanildo Wink;Papelarias e Livrarias;Americana;São Paulo
105751;Dilson Battisti;Papelarias e Livrarias;Americana;São Paulo
105752;Walisson Alef;Papelarias e Livrarias;Santo André;São Paulo
105753;Alisson Manoel;Escolas e Universidades;José Bonifácio;São Paulo
105754;Samyr Riva;Escritórios Corporativos;Paiçandu;Paraná
105755;Alexmar Uzan;Escritórios Corporativos;Santo Antônio da Platina;Paraná
105756;Jobson Miano;Escritórios Corporativos;Paiçandu;Paraná
105757;Gutemberg Shimite;Escritórios Corporativos;Araraquara;São Paulo
105758;Ernesto Shiratsubaki;Papelarias e Livrarias;Castilho;São Paulo
105759;Astor Moreno;Papelarias e Livrarias;Castilho;São Paulo
105760;Sebastiao Villalba;Papelarias e Livrarias;Castilho;São Paulo
105761;Karen Soliz;Papelarias e Livrarias;Marília;São Paulo
105762;Lucio Alvarenga;Papelarias e Livrarias;Presidente Prudente;São Paulo
105763;Emiliana Maeda;Escritórios Corporativos;Cianorte;Paraná
105764;Francisco Damelio;Escritórios Corporativos;Sorocaba;São Paulo
105765;Jorbel Comitre;Papelarias e Livrarias;Bragança Paulista;São Paulo
105766;James Chamico;Escritórios Corporativos;Cascavel;Paraná
105767;Nubia Alexandre;Escritórios Corporativos;Cascavel;Paraná
105768;Jameson Bazem;Papelarias e Livrarias;Campinas;São Paulo
105769;Iraci Damiao;Papelarias e Livrarias;Marília;São Paulo
105770;Neyeustaquio Justino;Papelarias e Livrarias;Irapuru;São Paulo
105771;Saulo Vialle;Papelarias e Livrarias;José Bonifácio;São Paulo
105772;Mauricio Weishapl;Artistas Independentes;Londrina;Paraná
105773;Gutemberg Girotto;Escritórios Corporativos;Presidente Prudente;São Paulo
105774;Genilsonbm Montanari;Papelarias e Livrarias;São Paulo;São Paulo
105775;Jonatt Belletato;Papelarias e Livrarias;São Paulo;São Paulo
105776;Ailton Votorantim;Papelarias e Livrarias;Presidente Prudente;São Paulo
105777;Janaina Gironi;Gráficas e Agências;Cambé;Paraná
105778;Lais Inacio;Escritórios Corporativos;Presidente Prudente;São Paulo
105779;Thaciane Rodriguez;Papelarias e Livrarias;Dracena;São Paulo
105780;Rozemberg Veloso;Artistas Independentes;Araraquara;São Paulo
105781;Gledson Aoki;Escritórios Corporativos;São José dos Pinhais;Paraná
105782;Raquel Sebastiao;Papelarias e Livrarias;Santa Mariana;Paraná
105783;Osmar Quiroz;Papelarias e Livrarias;Tupã;São Paulo
105784;Kyvia Rolfini;Papelarias e Livrarias;Joaquim Távora;Paraná
105785;Gildo Yashiro;Papelarias e Livrarias;Cianorte;Paraná
105786;Cirival Purcino;Papelarias e Livrarias;Arapongas;Paraná
105787;Adrielle Masson;Papelarias e Livrarias;Sarandi;Paraná
105788;Monique Pinho;Escritórios Corporativos;Arapongas;Paraná
105789;Roselane Trindade;Escritórios Corporativos;Ibaiti;Paraná
105790;Sumitra Rabelo;Escritórios Corporativos;Arapongas;Paraná
105791;Marta Barbuglio;Escritórios Corporativos;Castilho;São Paulo
105792;Benedita G Moura;Papelarias e Livrarias;Castilho;São Paulo
105793;Giliard Adao;Papelarias e Livrarias;São Paulo;São Paulo
105794;Leticia Campanha;Papelarias e Livrarias;São Paulo;São Paulo
105795;Rufino Luisa;Papelarias e Livrarias;São Paulo;São Paulo
105796;Cleber Sestini;Papelarias e Livrarias;São Paulo;São Paulo
105797;Bernard Gazzinelli;Papelarias e Livrarias;São Paulo;São Paulo
105798;Elane Vaisfohl;Escritórios Corporativos;São Paulo;São Paulo
105799;Onildo Inoue;Gráficas e Agências;São Paulo;São Paulo
105800;Marcella Garfield;Escolas e Universidades;São Paulo;São Paulo
105801;Julio Lacombe;Papelarias e Livrarias;São Paulo;São Paulo
105802;Wercilon Gerhard;Papelarias e Livrarias;Piracicaba;São Paulo
105803;Jair Akamine;Papelarias e Livrarias;São Paulo;São Paulo
105804;Edson Luiza;Papelarias e Livrarias;São Paulo;São Paulo
105805;Claudemar Lira;Papelarias e Livrarias;São Paulo;São Paulo
105806;Luiz Fabiano;Papelarias e Livrarias;São Paulo;São Paulo
105807;Isabela Viotto;Papelarias e Livrarias;São Paulo;São Paulo
105808;Valmir Elder;Papelarias e Livrarias;São Paulo;São Paulo
105809;Denis Alberto;Papelarias e Livrarias;Limeira;São Paulo
105810;Francesco Vitorello;Papelarias e Livrarias;São Paulo;São Paulo
105811;Edilson Viguini;Papelarias e Livrarias;Araraquara;São Paulo
105812;Alois Cozza;Papelarias e Livrarias;Ourinhos;São Paulo
105813;Ednilton Yumi;Papelarias e Livrarias;São Paulo;São Paulo
105814;Isaias Rabelo;Papelarias e Livrarias;São Paulo;São Paulo
105815;Carlos Ishibashy;Papelarias e Livrarias;Valinhos;São Paulo
105816;Kevin Medeiros;Papelarias e Livrarias;São Paulo;São Paulo
105817;Bruno Donizeti;Papelarias e Livrarias;São Paulo;São Paulo
105818;Ezio Lossio;Papelarias e Livrarias;São Paulo;São Paulo
105819;Gabriel Thalles;Papelarias e Livrarias;São Paulo;São Paulo
105820;Lauro Frotas;Papelarias e Livrarias;São Paulo;São Paulo
105821;Iamara Haroldo;Papelarias e Livrarias;Adamantina;São Paulo
105822;Kyvia Bulhoes;Papelarias e Livrarias;São José do Rio Preto;São Paulo
105823;Nilson Nanya;Artistas Independentes;São Paulo;São Paulo
105824;Canuto V;Artistas Independentes;São Paulo;São Paulo
105825;Heidy Beserra;Papelarias e Livrarias;Piracicaba;São Paulo
105826;Olidio Ximenes;Escritórios Corporativos;Valinhos;São Paulo
105827;Thamyres Chapina;Papelarias e Livrarias;São Paulo;São Paulo
105828;Luiz Campos;Papelarias e Livrarias;Marialva;Paraná
105829;Nelson Clementino;Setor Público;Araraquara;São Paulo
105830;Rui Meneghel;Papelarias e Livrarias;São Paulo;São Paulo
105831;Soliane Wilson;Papelarias e Livrarias;São Bernardo do Campo;São Paulo
105832;Elisabeth Fontes;Papelarias e Livrarias;São Bernardo do Campo;São Paulo
105833;Gleidson Kamrath;Papelarias e Livrarias;São Paulo;São Paulo
105834;Elison Rayme;Papelarias e Livrarias;São Paulo;São Paulo
105835;Aline Yasuhiro;Papelarias e Livrarias;São Paulo;São Paulo
105836;Lobo Muller;Papelarias e Livrarias;São Paulo;São Paulo
105837;Janaina Neto;Papelarias e Livrarias;Araraquara;São Paulo
105838;Fabiana Coimbra;Papelarias e Livrarias;São Paulo;São Paulo
105839;Graziele Bazem;Escritórios Corporativos;Piracicaba;São Paulo
105840;Dirley Saczk;Escritórios Corporativos;Piracicaba;São Paulo
105841;Escorcio Sanctis;Escritórios Corporativos;São Paulo;São Paulo
105842;Larissa Lucon;Escritórios Corporativos;Santo André;São Paulo
105843;Peter Corgosinho;Escolas e Universidades;São Paulo;São Paulo
105844;Evando Brigante;Papelarias e Livrarias;Ribeirão Preto;São Paulo
105845;Marcella Noda;Escritórios Corporativos;Barretos;São Paulo
105846;Suyan Amaro;Papelarias e Livrarias;São Paulo;São Paulo
105847;Emanuelli Levano;Papelarias e Livrarias;São Paulo;São Paulo
105848;Giliard Clerolayne;Escritórios Corporativos;São Paulo;São Paulo
105849;Petronio Ruga;Escritórios Corporativos;São Paulo;São Paulo
105850;Washigton Branco;Papelarias e Livrarias;São Paulo;São Paulo
105851;Sandro Lucon;Papelarias e Livrarias;São Paulo;São Paulo
105852;Pablo Lira;Papelarias e Livrarias;São Paulo;São Paulo
105853;Reges Albino;Papelarias e Livrarias;São Bernardo do Campo;São Paulo
105854;Eudes Stephens;Papelarias e Livrarias;São Paulo;São Paulo
105855;Levy Toledo;Papelarias e Livrarias;São Paulo;São Paulo
105856;Micaela Assumpcao;Papelarias e Livrarias;São Paulo;São Paulo
105857;Renata Santiago;Papelarias e Livrarias;São Paulo;São Paulo
105858;Luciane Mendonca;Escritórios Corporativos;São Paulo;São Paulo
105859;Benedito M;Escritórios Corporativos;São Bernardo do Campo;São Paulo
105860;Steffen Cavalli;Gráficas e Agências;São Paulo;São Paulo
105861;Wallisson Bernardo;Gráficas e Agências;São Paulo;São Paulo
105862;Haislan Verde;Papelarias e Livrarias;José Bonifácio;São Paulo
105863;Joice Mehl;Papelarias e Livrarias;Regente Feijó;São Paulo
105864;Rodney Kikuchi;Papelarias e Livrarias;Presidente Prudente;São Paulo
105865;Wellinton Bessa;Papelarias e Livrarias;Marília;São Paulo
105866;Romario Sacramento;Papelarias e Livrarias;São Paulo;São Paulo
105867;Bruna Hammerschmidt;Papelarias e Livrarias;São Paulo;São Paulo
105868;Catia Fontanive;Papelarias e Livrarias;Guarulhos;São Paulo
105869;Dilson Rabelo;Papelarias e Livrarias;São Paulo;São Paulo
105870;Dione Feital;Papelarias e Livrarias;São Paulo;São Paulo
105871;Laurentino Berdague;Escritórios Corporativos;São Bernardo do Campo;São Paulo
105872;Elisandra Baqueiro;Escritórios Corporativos;Santo André;São Paulo
105873;Beatriz Cristina;Papelarias e Livrarias;Barretos;São Paulo
105874;Claudemar Raul;Artistas Independentes;São Paulo;São Paulo
105875;Adelson Burlim;Papelarias e Livrarias;São José do Rio Preto;São Paulo
